Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Female,ECE,Tier 1,6.91,3,5,93,73,69,0,92.1,2,1696,1,15.24
Female,CSE,Tier 3,6.77,4,5,48,87,40,0,74.07,6,1526,0,0
Male,MECH,Tier 2,8.1,2,4,79,94,93,4,79.06,3,1100,1,15.35
Male,CSE,Tier 3,5.04,5,5,87,93,76,0,96.33,0,1101,0,0
Male,CIVIL,Tier 1,7.3,5,4,71,60,54,2,96.69,0,1510,1,17.27
Female,CSE,Tier 1,7.81,0,6,78,41,87,3,62.72,2,1177,1,14.15
Male,MECH,Tier 3,5.77,4,8,61,44,92,2,73.15,4,1410,0,0
Male,ECE,Tier 3,8.75,5,8,65,83,79,2,95.77,2,1614,1,19.78
Male,EEE,Tier 2,7.29,5,9,99,43,43,0,62.23,6,1531,1,17.16
Male,ECE,Tier 1,9.6,4,2,72,44,83,0,80.37,7,1470,1,20.07
Female,ECE,Tier 1,6.28,0,3,97,98,40,2,88.96,2,948,0,0
Female,ECE,Tier 3,8.85,2,3,96,40,81,1,80.71,6,1236,0,0
Male,MECH,Tier 1,5.2,0,7,91,63,87,4,63.45,0,1555,1,10.79
Female,MECH,Tier 3,6.43,5,3,43,94,95,2,95.17,0,1020,0,0
Male,CSE,Tier 1,6.01,2,3,55,53,93,3,78.24,7,930,1,11.89
Male,CSE,Tier 3,5.68,5,1,76,43,79,1,74.4,3,1693,0,0
Male,IT,Tier 3,7.91,2,6,45,98,59,1,69.35,7,1317,0,0
Female,CSE,Tier 2,5.03,1,8,87,92,57,0,66.04,3,1594,1,9.62
Female,CIVIL,Tier 2,9.63,5,5,49,70,44,1,92.88,5,1335,1,19.09
Female,CIVIL,Tier 3,9.94,4,2,97,84,77,2,73.33,5,1409,0,0
Female,CSE,Tier 3,7.16,0,5,92,87,97,2,80.11,2,1271,0,0
Female,CSE,Tier 3,9.11,2,7,51,91,97,2,82.81,4,1138,0,0
Male,CIVIL,Tier 2,5.23,3,1,42,52,41,0,96.38,2,986,0,0
Male,IT,Tier 1,8.57,3,6,98,57,73,4,72.07,7,1074,1,15.28
Female,IT,Tier 3,6.22,2,2,59,91,56,1,83.33,4,1344,0,0
Female,CSE,Tier 1,7.81,5,3,47,81,73,2,76.58,5,946,1,16.44
Female,MECH,Tier 2,5,1,6,49,90,99,3,64.62,5,1955,0,0
Male,EEE,Tier 3,7.96,0,8,77,54,55,3,80.53,3,1932,0,0
Female,IT,Tier 1,7.36,5,2,55,40,44,2,60.29,5,1388,1,16.82
Male,CSE,Tier 3,9.52,0,1,50,64,66,0,99.52,0,1212,0,0
Male,IT,Tier 3,7.64,1,3,99,80,56,2,83.62,6,1288,0,0
Male,CIVIL,Tier 3,5.17,4,1,65,81,63,1,80.84,0,1256,0,0
Male,MECH,Tier 2,6.5,4,8,67,97,42,3,97.38,4,1868,0,0
Male,CIVIL,Tier 2,7.39,1,4,78,62,76,4,97.12,7,1917,0,0
Male,CIVIL,Tier 1,6.78,0,2,93,78,92,1,66.55,5,919,1,13.34
Female,CSE,Tier 2,5.07,3,2,46,67,78,0,65.27,1,1774,0,0
Male,CSE,Tier 3,9.53,4,1,90,52,60,3,83.92,5,872,0,0
Female,CIVIL,Tier 3,9.94,5,9,96,94,80,0,92.11,4,1508,1,20.69
Female,ECE,Tier 2,9.63,0,9,84,40,75,3,67.62,2,1029,1,17.37
Male,EEE,Tier 3,6.55,4,7,91,93,53,4,86.75,7,1385,0,0
Male,ECE,Tier 3,5.98,1,8,40,74,60,0,74.26,4,1674,0,0
Female,MECH,Tier 2,5.23,5,5,94,61,92,0,91.44,5,1195,1,12.56
Male,CIVIL,Tier 2,8.97,4,6,70,68,74,4,71.32,6,1532,1,18.42
Female,ECE,Tier 3,9.2,5,3,54,80,65,2,73.71,7,1374,0,0
Female,EEE,Tier 1,9.67,3,8,58,43,57,3,93.8,1,1611,1,18.74
Female,EEE,Tier 2,8.98,5,6,78,76,56,1,90.34,1,1675,1,18.83
Male,EEE,Tier 3,7.34,5,1,89,95,69,0,74.61,0,1109,0,0
Male,EEE,Tier 3,8.78,0,7,96,78,57,2,98.08,5,1167,0,0
Female,ECE,Tier 3,7.71,1,4,99,97,46,0,91.97,2,1683,0,0
Female,CSE,Tier 1,6.36,2,7,86,71,78,4,71.41,4,1129,1,14.25
Female,IT,Tier 2,9.23,2,3,54,70,89,2,65.83,1,1073,1,19.32
Female,CIVIL,Tier 1,9.91,1,3,94,88,58,4,66.56,3,1681,1,19.2
Male,CIVIL,Tier 1,7.82,2,8,78,68,56,2,98.05,7,1990,1,16.35
Male,EEE,Tier 3,6.31,0,1,63,75,68,3,92.15,3,1969,0,0
Female,EEE,Tier 3,6.4,3,6,78,62,49,2,96.15,2,1279,0,0
Female,EEE,Tier 1,5.43,4,8,91,88,49,1,91.41,2,809,1,12.74
Female,CSE,Tier 3,5.38,4,8,43,44,62,3,78.89,3,1584,0,0
Female,EEE,Tier 3,6.33,5,2,72,71,57,4,83.66,7,1820,0,0
Female,CIVIL,Tier 3,8.74,2,9,79,62,76,2,68.89,7,1136,0,0
Male,EEE,Tier 3,7.53,2,7,55,82,87,3,87.85,5,1013,0,0
Male,ECE,Tier 1,8.17,4,1,64,64,75,4,99.9,7,1445,1,17.95
Male,ECE,Tier 3,8.22,4,4,71,69,58,4,80.8,3,862,0,0
Male,MECH,Tier 3,8.13,5,3,97,73,75,3,85.15,0,1465,0,0
Male,CIVIL,Tier 2,8.65,5,9,91,41,55,4,97.75,3,1193,1,17.23
Male,IT,Tier 2,6.97,0,5,95,64,97,1,74.84,2,1612,1,15.02
Male,ECE,Tier 1,6.18,3,7,79,96,48,2,96.96,1,979,1,13.6
Female,EEE,Tier 1,9.24,3,8,51,96,55,0,94.6,2,1496,1,17.84
Female,ECE,Tier 3,7.64,2,8,51,92,59,3,71.58,2,1861,0,0
Female,ECE,Tier 2,9.65,2,8,73,42,47,4,93.1,6,1295,0,0
Male,CIVIL,Tier 2,7.44,4,4,68,91,53,3,94.24,5,1947,0,0
Female,MECH,Tier 2,9.43,3,1,43,92,54,2,85.93,3,1860,0,0
Male,IT,Tier 2,7.9,2,1,96,60,63,0,76.67,0,1461,1,14.76
Male,EEE,Tier 3,7.58,1,8,64,71,96,1,76.34,3,810,0,0
Male,ECE,Tier 3,8.56,3,7,66,52,68,3,67.03,2,1520,0,0
Male,CIVIL,Tier 1,8.41,1,5,54,99,72,2,90.96,0,1991,1,17.98
Female,EEE,Tier 2,7.27,4,2,48,83,77,4,78.48,5,1304,0,0
Male,CIVIL,Tier 2,6.94,0,8,57,97,60,2,61.15,4,1344,0,0
Male,IT,Tier 2,6.89,5,9,84,83,57,1,69.68,7,1750,1,14.02
Male,IT,Tier 2,9.06,0,7,63,72,49,3,84.6,7,1732,0,0
Female,CSE,Tier 1,5.92,1,3,84,48,65,4,69.23,1,896,0,0
Female,CSE,Tier 1,8.53,2,2,53,74,61,1,72.66,6,1094,1,15.79
Female,MECH,Tier 1,5.73,1,2,55,64,60,4,72.13,0,1900,0,0
Male,ECE,Tier 1,9.26,5,1,58,68,76,4,99.76,1,1127,1,20.09
Female,EEE,Tier 3,6.97,4,4,81,66,75,0,61.55,1,1412,0,0
Female,ECE,Tier 3,5.92,2,3,51,58,68,4,90.24,7,1007,0,0
Male,CSE,Tier 1,9.21,4,5,68,89,68,4,72.87,5,1918,1,20.42
Female,CSE,Tier 1,6.16,1,9,82,80,93,4,81.29,7,1257,1,13.76
Female,ECE,Tier 2,5.91,3,9,99,60,70,4,83.88,0,1497,0,0
Male,CIVIL,Tier 3,9.47,5,8,77,67,61,4,61.72,6,1891,0,0
Female,CSE,Tier 3,5.52,4,4,72,64,52,4,96.44,7,916,0,0
Male,MECH,Tier 1,5.09,1,5,99,60,94,2,91.72,3,1070,1,11.38
Female,EEE,Tier 3,7.45,4,2,62,47,95,4,79.12,4,833,0,0
Female,CSE,Tier 2,7.33,5,1,91,97,53,3,61.18,0,904,0,0
Female,CIVIL,Tier 3,5.04,2,6,73,88,46,1,78.92,7,1710,0,0
Male,IT,Tier 3,6.79,1,9,50,46,44,2,68.7,4,1289,0,0
Male,EEE,Tier 1,5.73,4,4,79,44,91,3,69.56,3,1802,1,15.58
Male,EEE,Tier 3,8.25,3,8,75,43,46,0,84.79,3,1786,0,0
Male,ECE,Tier 3,8.99,2,4,91,92,82,0,96.01,2,976,0,0
Male,IT,Tier 3,7.84,5,7,52,47,91,0,76.06,6,1942,0,0
Male,CSE,Tier 2,7.79,1,5,86,60,48,4,99.58,6,1420,0,0
Male,EEE,Tier 1,9.63,3,4,51,57,89,2,76.02,2,1870,1,21.29
Male,EEE,Tier 1,9.13,0,7,77,80,83,1,71.6,6,1173,1,17.07
Female,MECH,Tier 2,9.85,5,1,96,75,58,0,81.3,1,1531,1,21.13
Male,CIVIL,Tier 3,8.68,5,5,89,49,75,2,63.77,7,1086,0,0
Female,EEE,Tier 2,6.7,1,4,88,47,47,3,94.33,4,1387,0,0
Female,CIVIL,Tier 3,9.13,2,5,87,92,84,3,93.35,1,1343,0,0
Female,CIVIL,Tier 1,8.77,0,1,80,75,54,1,64.07,4,876,1,15.32
Female,CIVIL,Tier 2,8.9,4,4,94,90,79,4,91.01,5,1029,1,17.69
Female,CIVIL,Tier 2,8.6,4,5,94,76,60,4,68,0,1118,1,17.25
Male,ECE,Tier 1,9.03,2,4,58,68,55,0,63.39,1,1643,1,18.61
Male,CSE,Tier 1,6.17,4,7,81,96,66,0,78.19,0,1559,1,13.75
Female,EEE,Tier 2,5.46,5,7,43,51,47,0,80.6,1,1395,0,0
Male,MECH,Tier 2,8.27,0,2,47,94,89,3,68.45,2,1016,0,0
Male,EEE,Tier 3,7.85,4,5,72,51,75,0,73.02,4,1852,0,0
Male,ECE,Tier 1,7.39,4,2,56,64,72,1,90.71,7,1880,1,18.36
Female,CSE,Tier 2,8.15,5,5,57,52,47,0,77.04,3,1153,1,16.4
Female,MECH,Tier 2,8.59,4,7,46,45,65,1,80.9,5,1221,1,17.31
Male,IT,Tier 3,7.23,4,7,89,64,53,2,92.1,2,1483,0,0
Female,ECE,Tier 1,8.59,5,2,68,83,95,4,74.11,2,1505,1,19.98
Female,CSE,Tier 1,6.77,2,1,51,59,89,4,73.83,3,1868,1,15.5
Male,ECE,Tier 2,5.12,3,6,94,87,47,1,95.93,6,1569,0,0
Female,MECH,Tier 3,7.18,5,5,66,72,90,0,67.54,5,1102,0,0
Female,IT,Tier 3,9.75,3,4,88,83,80,2,84.55,1,1928,0,0
Male,CIVIL,Tier 3,5.23,3,6,64,81,77,4,85.2,2,1207,0,0
Male,CSE,Tier 1,8.05,3,2,93,41,84,1,80.76,6,1252,1,17.64
Male,MECH,Tier 2,7.59,4,8,45,63,86,2,80.89,5,1587,1,16.57
Female,ECE,Tier 2,7.45,5,5,57,53,62,2,60.52,3,916,0,0
Female,MECH,Tier 3,7.95,3,8,56,76,98,3,72.1,2,1286,0,0
Female,CIVIL,Tier 3,7.45,4,7,41,78,80,2,79.81,0,897,0,0
Female,MECH,Tier 2,7.66,0,9,75,77,64,3,87.05,6,1878,0,0
Male,MECH,Tier 3,7.1,5,7,80,55,80,1,62.65,0,965,0,0
Female,CSE,Tier 2,5.58,2,5,86,83,84,0,76.63,0,1850,1,13.23
Female,CIVIL,Tier 3,6.05,1,7,68,49,75,1,71.6,7,964,0,0
Female,IT,Tier 2,7.57,5,6,62,68,93,2,79.68,4,1750,1,18.52
Female,ECE,Tier 1,6.89,2,1,78,86,64,4,94.29,6,911,0,0
Female,EEE,Tier 3,7.35,5,6,84,75,91,1,66.13,7,1167,0,0
Male,MECH,Tier 1,7.64,2,6,94,45,80,4,88.01,1,1194,1,15.9
Female,IT,Tier 1,8.11,4,9,83,45,82,3,69.75,7,1179,1,17.54
Female,MECH,Tier 2,5.41,5,7,67,65,79,0,89.64,5,1200,1,13.79
Female,CSE,Tier 2,7.73,4,8,53,98,70,1,63.63,3,1191,1,15.39
Female,EEE,Tier 1,6.11,4,3,95,40,78,1,78.15,2,1328,1,13.73
Male,IT,Tier 3,6.57,1,9,56,89,65,2,98.22,5,857,0,0
Male,MECH,Tier 3,9.11,0,1,42,41,45,2,74.6,6,1957,0,0
Female,CIVIL,Tier 3,5.92,5,8,87,70,81,4,85.2,3,1962,0,0
Female,MECH,Tier 2,5.57,2,1,64,49,67,0,68.52,3,971,0,0
Male,CSE,Tier 1,6.94,0,2,58,81,56,1,99.29,0,900,0,0
Female,CSE,Tier 1,8.53,5,9,99,71,58,0,81.88,2,1234,1,18.03
Female,EEE,Tier 2,6.51,4,5,75,99,59,2,71.11,1,824,1,12.15
Male,CSE,Tier 1,8.71,1,3,48,60,53,3,71.27,4,823,0,0
Male,IT,Tier 1,5.14,5,9,42,76,50,1,69.89,5,1770,1,14.15
Male,CSE,Tier 1,8.07,3,6,98,48,88,4,63.78,1,801,1,16.1
Male,CIVIL,Tier 3,7.36,0,8,97,52,68,2,79.61,4,1192,0,0
Male,CSE,Tier 1,8.7,0,3,92,68,76,3,70.39,4,1800,1,17.76
Male,ECE,Tier 3,6.29,0,9,57,98,57,0,75.46,4,1634,0,0
Male,MECH,Tier 3,7.5,3,5,99,67,91,0,71.84,7,1368,0,0
Female,EEE,Tier 3,5.02,1,9,57,94,51,3,61.37,6,1761,0,0
Female,EEE,Tier 2,8.39,1,7,45,51,82,2,66.27,5,1633,1,16.39
Male,CIVIL,Tier 3,7.02,2,3,72,51,47,4,65.27,7,1560,0,0
Male,IT,Tier 2,6.74,5,9,40,87,52,0,79.82,6,1436,1,15.4
Female,MECH,Tier 3,9.72,3,3,63,73,88,0,70.52,2,1253,0,0
Male,EEE,Tier 2,9.73,1,1,93,42,50,3,71.1,2,1681,0,0
Female,EEE,Tier 3,8.99,2,2,92,98,55,4,86.6,1,1706,0,0
Female,CIVIL,Tier 2,9.07,5,2,45,42,47,2,92.72,2,801,0,0
Male,MECH,Tier 1,7.98,0,6,49,86,57,4,66.65,2,1461,1,15.17
Male,CIVIL,Tier 2,8.63,2,3,61,67,81,4,91.33,7,1983,0,0
Male,IT,Tier 3,9.6,1,6,68,46,77,3,99.98,2,1396,0,0
Female,IT,Tier 2,7.72,2,4,48,40,93,4,73.4,4,1281,0,0
Female,MECH,Tier 2,5.47,5,4,51,71,95,2,99.06,7,1021,1,15.43
Female,CSE,Tier 2,7.06,1,6,69,83,62,2,95.81,1,1998,0,0
Male,ECE,Tier 3,6.63,4,6,77,54,93,0,62.66,2,1554,0,0
Female,MECH,Tier 2,6.35,3,9,45,80,58,0,65.28,0,1696,1,14.07
Male,CSE,Tier 3,7.26,1,4,58,61,94,4,92,6,1923,0,0
Male,EEE,Tier 2,5.68,1,4,65,53,40,2,74.51,4,1096,0,0
Female,EEE,Tier 1,6.16,2,8,56,66,60,4,75.92,4,923,0,0
Male,CIVIL,Tier 3,5.34,2,3,94,46,47,1,97.12,5,1011,0,0
Female,IT,Tier 2,6.02,2,6,67,72,64,2,82.27,3,1441,0,0
Female,CSE,Tier 1,6.6,3,5,95,86,95,2,73.05,2,1775,1,16.04
Male,CSE,Tier 2,7.65,4,4,41,95,40,1,63.47,7,1378,0,0
Female,CSE,Tier 1,9.94,0,7,77,91,66,4,66.42,3,1619,1,17.19
Male,EEE,Tier 3,8.14,2,7,46,74,56,4,71.81,1,1514,0,0
Male,IT,Tier 3,8.66,1,1,99,71,97,1,77.56,2,953,0,0
Male,IT,Tier 2,6.78,3,3,56,85,47,3,88.72,5,860,0,0
Female,MECH,Tier 3,7.36,4,6,93,94,79,4,90.37,2,1785,0,0
Male,EEE,Tier 1,9.6,0,4,45,93,46,3,87.66,7,979,1,16.02
Female,CIVIL,Tier 2,6.16,1,8,79,99,52,0,94.5,6,1765,1,12.57
Female,CSE,Tier 1,8.81,5,3,94,81,43,2,67.96,6,1886,1,17.75
Male,IT,Tier 1,8.08,2,4,51,60,76,0,72.75,6,1453,1,16.63
Male,EEE,Tier 1,6.29,2,9,52,86,86,0,60.9,2,1870,1,15.29
Female,EEE,Tier 1,5.04,3,8,67,42,57,3,95.3,7,1302,0,0
Male,CIVIL,Tier 3,8.03,0,7,56,86,96,2,99.28,2,1723,0,0
Male,ECE,Tier 2,6.76,1,8,82,60,72,4,87.78,4,1407,0,0
Male,CSE,Tier 1,9.27,2,4,80,71,97,0,85.55,0,1275,1,18.28
Male,CIVIL,Tier 1,8.73,5,8,62,49,48,1,73.57,6,1995,1,19.7
Female,CIVIL,Tier 3,5.81,0,6,49,47,42,3,70.17,4,1927,0,0
Male,CSE,Tier 1,9.41,2,9,91,82,48,0,74.94,4,939,1,16.82
Female,IT,Tier 1,6.08,5,6,57,45,68,1,83.28,3,944,1,13.62
Male,ECE,Tier 3,9.2,0,3,62,65,75,4,96.43,4,873,0,0
Male,CSE,Tier 3,7.66,2,4,91,84,92,4,74.67,2,1701,0,0
Male,IT,Tier 1,5.34,3,1,98,40,78,4,82.62,1,1731,0,0
Male,ECE,Tier 2,7.39,0,3,90,81,69,4,77.03,3,1745,0,0
Female,ECE,Tier 1,7.72,1,6,53,96,68,0,60.3,2,1218,1,14.12
Male,EEE,Tier 3,5.17,0,2,95,57,77,1,65.17,3,1021,0,0
Male,IT,Tier 3,6.75,1,8,98,91,88,1,86.55,2,1564,0,0
Female,IT,Tier 3,7.64,4,9,48,66,93,2,67.61,7,1318,0,0
Female,IT,Tier 2,5.55,3,2,45,89,52,0,96.3,7,1457,0,0
Male,IT,Tier 3,6.09,5,9,67,48,79,3,74.06,0,957,0,0
Male,IT,Tier 2,7.94,3,1,46,96,73,4,66.18,0,1574,0,0
Female,EEE,Tier 1,5.12,3,3,77,95,74,4,82.17,1,1859,1,12.98
Male,MECH,Tier 3,6.55,3,6,69,91,41,0,86.02,1,1203,0,0
Female,EEE,Tier 2,6.04,2,7,44,55,84,4,85.73,2,1299,0,0
Male,IT,Tier 1,5.02,0,1,60,78,44,1,78.74,5,1555,0,0
Female,IT,Tier 3,5.4,2,1,77,66,53,4,94.9,1,1280,0,0
Female,IT,Tier 1,6.52,4,1,72,80,83,0,70.8,6,1367,1,16.59
Male,CIVIL,Tier 1,7.04,5,6,74,46,57,2,85.47,0,1293,1,15.28
Female,MECH,Tier 1,9.45,2,9,57,84,84,4,71.61,3,1751,1,20.57
Male,MECH,Tier 1,5.24,1,4,46,44,40,2,91.45,7,1823,0,0
Male,CIVIL,Tier 1,8.66,3,5,65,48,82,1,86.4,2,1023,1,16.58
Male,EEE,Tier 3,6.12,2,5,51,82,47,1,79.97,5,1213,0,0
Female,CIVIL,Tier 3,9.41,2,2,49,58,42,0,60.19,3,969,0,0
Female,EEE,Tier 1,8.76,1,9,55,85,51,2,75.45,7,868,1,15.21
Male,EEE,Tier 1,6.64,5,5,67,49,91,1,97.9,4,1673,1,17.18
Female,ECE,Tier 1,9.13,4,9,63,83,47,0,89.73,5,965,1,18.87
Male,CIVIL,Tier 3,9.91,3,5,52,60,80,0,72.15,4,803,0,0
Male,IT,Tier 1,6.74,2,8,58,73,70,2,68.03,0,1550,1,14.37
Male,CIVIL,Tier 2,5.26,3,3,75,44,76,4,76.71,5,1105,0,0
Female,CSE,Tier 3,5.41,5,6,50,52,83,3,97.72,2,908,0,0
Female,CIVIL,Tier 3,9.92,3,5,42,44,65,1,81.84,2,1064,0,0
Female,MECH,Tier 2,7.84,4,2,75,96,71,3,77.56,3,881,1,14.35
Male,IT,Tier 2,8.04,5,8,59,82,90,0,70.37,4,1952,1,19.96
Female,EEE,Tier 3,7.53,5,7,47,98,48,4,86.31,6,1508,0,0
Female,ECE,Tier 3,9.89,5,7,64,43,43,4,85.15,4,1516,0,0
Female,MECH,Tier 3,8.56,3,5,67,63,97,3,70.14,5,1336,0,0
Female,ECE,Tier 1,7.08,0,8,56,41,90,3,62.57,1,1756,1,14.19
Male,EEE,Tier 3,6.73,1,6,51,70,90,4,75.65,5,1062,0,0
Female,IT,Tier 2,9.78,5,3,79,78,71,4,79.79,2,1908,1,21.97
Male,CIVIL,Tier 2,6.91,2,5,63,88,75,2,85.88,6,1164,0,0
Female,ECE,Tier 3,5.92,1,4,52,99,59,1,73.75,3,1427,0,0
Male,ECE,Tier 2,8.57,1,8,69,51,84,4,94.87,5,1148,0,0
Male,EEE,Tier 1,9.45,0,5,54,78,60,0,65.03,2,1792,1,18.18
Female,ECE,Tier 2,9.51,3,3,79,73,89,4,95.91,3,840,1,17.94
Female,ECE,Tier 2,7.53,1,9,68,84,51,2,94.63,1,936,0,0
Male,CSE,Tier 1,5.07,5,6,71,56,44,2,63.92,2,1875,1,13.18
Female,CIVIL,Tier 3,5.72,2,1,76,46,42,3,61.21,0,1962,0,0
Female,MECH,Tier 1,9.04,0,7,54,68,98,2,81.35,1,1687,1,16.67
Male,MECH,Tier 2,6.81,1,1,47,46,41,0,61.36,2,1146,0,0
Female,CSE,Tier 3,9.21,2,7,93,50,78,2,88.25,2,1495,0,0
Male,IT,Tier 1,8.35,0,5,68,42,65,0,91.49,6,1459,1,15.51
Female,MECH,Tier 2,8.08,3,5,87,61,71,2,60.05,1,1508,1,16.32
Male,CIVIL,Tier 1,5.48,3,1,47,50,87,1,89.33,6,1047,1,12.07
Female,IT,Tier 1,7.34,4,5,89,43,42,2,94.67,3,912,1,15.31
Male,EEE,Tier 3,6.5,1,4,84,88,60,0,99.77,5,849,0,0
Female,IT,Tier 2,7.93,4,1,85,47,85,4,87.91,1,1483,0,0
Female,CIVIL,Tier 2,7.43,5,8,43,66,51,0,79.65,6,874,1,15.18
Female,ECE,Tier 3,7.79,0,6,53,95,74,2,93.98,0,1701,0,0
Male,EEE,Tier 3,6.82,1,2,46,57,78,2,91.26,3,1416,0,0
Male,CSE,Tier 3,7.64,0,8,42,85,76,3,66.6,6,1459,0,0
Male,IT,Tier 1,6.97,5,2,53,83,40,0,62.8,2,1006,1,14.27
Male,IT,Tier 2,8.71,0,7,62,56,90,1,76.93,5,1918,1,16.49
Male,CIVIL,Tier 2,5.42,4,2,47,68,75,3,67.58,3,1293,0,0
Female,IT,Tier 1,9.78,1,2,74,67,80,3,97.08,0,1030,1,17.49
Female,CSE,Tier 3,6.76,5,1,50,66,81,3,78.46,7,993,0,0
Female,MECH,Tier 2,9.12,2,7,57,62,56,2,99.36,1,1876,1,17.55
Female,CIVIL,Tier 3,8.37,3,5,72,46,88,3,94.46,2,1551,0,0
Male,IT,Tier 2,6.28,2,8,46,44,55,3,93.68,5,1009,0,0
Female,MECH,Tier 2,6.53,0,1,49,85,47,1,96.51,3,1158,0,0
Female,CIVIL,Tier 1,6.97,0,8,73,65,51,0,76.25,2,1934,1,13.33
Male,MECH,Tier 3,8.33,5,1,74,56,71,1,71.04,0,1270,0,0
Female,IT,Tier 2,7.97,0,5,59,48,49,3,87.52,6,922,0,0
Male,EEE,Tier 1,8.73,0,7,78,83,99,0,66.54,3,938,1,16.5
Female,CSE,Tier 3,9.6,5,3,60,76,64,4,71.92,5,1083,0,0
Male,CSE,Tier 3,8.15,5,1,81,54,46,3,79.57,5,1487,0,0
Male,ECE,Tier 3,6.57,5,1,53,63,50,4,76.77,5,1393,0,0
Female,MECH,Tier 2,5.33,0,9,86,77,46,0,78.09,3,1696,0,0
Female,MECH,Tier 2,6.79,2,2,98,69,61,0,71.42,5,1705,1,13.65
Male,CSE,Tier 1,6.68,0,4,71,48,88,1,70.2,0,1982,1,14.1
Female,CSE,Tier 3,6.84,1,7,48,56,70,0,82.05,5,1128,0,0
Female,ECE,Tier 3,5.48,2,5,98,48,50,4,93.46,5,1866,0,0
Female,MECH,Tier 1,8.15,0,9,68,62,87,1,63.57,0,1480,1,15.52
Female,EEE,Tier 1,6.2,0,8,67,81,82,3,66.91,3,1619,1,13.1
Female,CSE,Tier 1,9.27,0,8,87,55,82,3,88.69,3,1844,1,17.93
Female,IT,Tier 1,7.17,3,2,48,87,59,0,97.94,7,913,1,13.73
Female,CSE,Tier 1,9.77,5,3,71,74,53,3,98.91,7,872,1,18.26
Male,EEE,Tier 3,9.08,3,1,82,91,86,0,85.1,7,1632,0,0
Female,MECH,Tier 3,5.77,2,8,56,98,41,1,64.47,3,1776,0,0
Male,MECH,Tier 1,7.18,2,3,40,68,47,0,67.75,3,1575,1,14.46
Female,MECH,Tier 3,7.38,4,8,40,96,47,0,65.21,6,1254,0,0
Male,CSE,Tier 1,8.92,0,7,83,93,64,0,90.47,2,993,1,15.62
Female,CIVIL,Tier 2,6.68,5,7,49,68,45,2,83.03,3,1389,0,0
Female,MECH,Tier 2,5.76,2,7,49,88,57,2,97.27,2,1242,0,0
Female,ECE,Tier 1,5.67,2,7,44,93,92,3,96.23,5,1886,1,14
Female,IT,Tier 1,6.31,5,1,47,75,60,2,82.08,7,1345,1,15.08
Male,MECH,Tier 2,6.38,1,3,93,98,80,2,82.4,1,1992,1,14.38
Female,CIVIL,Tier 1,9.85,5,5,79,53,96,3,97.14,7,903,1,20.76
Female,ECE,Tier 1,5.82,4,4,44,42,82,2,94.32,5,1016,1,14.32
Female,ECE,Tier 3,5.64,0,1,83,42,72,2,63.39,6,1229,0,0
Male,ECE,Tier 1,9.46,4,3,78,80,52,3,67.23,7,1925,1,20.52
Female,IT,Tier 3,6.1,0,7,44,71,45,4,84.69,4,1587,0,0
Female,CIVIL,Tier 1,6,1,4,73,46,77,0,78.68,7,929,1,12.19
Female,IT,Tier 2,8.84,5,8,67,59,78,0,74.75,0,1674,1,20.63
Female,MECH,Tier 1,9.16,3,6,40,45,83,2,79.25,2,1626,1,19.71
Female,MECH,Tier 1,8.82,1,2,44,95,74,4,84.77,6,1001,1,16.55
Female,MECH,Tier 3,7.7,2,9,44,99,71,4,72.27,0,1176,0,0
Female,IT,Tier 3,8.68,5,1,63,73,71,3,75.24,0,1567,0,0
Male,ECE,Tier 3,7.47,3,6,51,76,98,3,85.7,5,1536,0,0
Male,ECE,Tier 2,8.17,4,3,46,61,44,2,71.55,0,1223,0,0
Female,CIVIL,Tier 1,5.53,2,8,40,88,56,2,69.04,7,1112,1,11.05
Male,CIVIL,Tier 2,6.2,0,7,64,99,75,3,81.93,5,808,0,0
Female,EEE,Tier 1,8.32,4,8,62,55,91,2,83.43,4,1380,1,17.43
Female,IT,Tier 1,8.71,2,1,82,82,52,0,94.6,7,1670,1,16.59
Male,IT,Tier 3,5.92,5,7,69,85,60,2,62.48,5,1339,0,0
Female,ECE,Tier 1,7.48,3,8,57,85,87,3,84.05,6,817,1,14.16
Male,IT,Tier 1,6.06,2,4,69,54,93,4,77.56,2,1567,1,14.21
Female,ECE,Tier 3,9.02,4,9,90,41,45,1,96.98,1,1000,0,0
Male,CIVIL,Tier 2,7.1,2,7,93,63,57,2,68.35,3,875,0,0
Female,MECH,Tier 1,8.63,2,1,72,70,60,1,89.83,2,1236,1,15.36
Female,EEE,Tier 3,8.96,0,7,46,46,65,1,71.46,4,1421,0,0
Male,ECE,Tier 3,9.94,5,9,47,73,55,2,98.71,1,942,0,0
Male,IT,Tier 3,7.92,3,3,90,54,64,4,64.8,1,1833,0,0
Male,ECE,Tier 2,9.95,3,7,67,64,65,2,92.09,1,1445,1,21.02
Female,CIVIL,Tier 1,5.09,3,4,54,44,74,0,75.85,1,1951,1,13.64
Male,EEE,Tier 1,7.02,3,7,68,46,69,0,60.56,1,906,1,14.13
Female,CIVIL,Tier 3,7.3,1,4,45,60,93,2,88.14,3,824,0,0
Female,ECE,Tier 1,8.03,4,7,98,92,90,4,77.28,3,1083,1,17.89
Female,CSE,Tier 3,5.48,5,1,46,57,85,4,63.54,2,1885,0,0
